Tiro aperto,"GENERALE
(si applica a tutte le manovre statiche non comprese nelle altre colonne)",INFLUENZA E INTERAZIONE,DISATTIVARE TRAPPOLE E SCASSINARE SERRATURE,LETTURA RUNE ED USO DI OGGETTI MAGICI,PERCEZIONE E SEGUIRE TRACCE
40,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
41,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
42,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
43,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
44,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
45,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
46,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
47,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
48,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
49,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
50,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
51,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
52,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
53,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
54,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
55,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
56,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
57,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
58,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
59,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
60,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
61,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
62,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
63,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
64,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
65,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
66,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
67,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
68,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
69,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
70,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
71,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
72,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
73,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
74,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
75,FALLIMENTO: avete fallito. Per un giorno intero non potete tentare la stessa manovra statica nel medesimo luogo.,"FALLIMENTO: avete fallito. Chi vi ascolta sarà sordo almeno, per un giorno ai vostri tentativi di influenzarlo.",FALLIMENTO: per il momento non avete la più pallida idea di come scassinareo disattivare. Dopo 24 ore fate un Tiro Percezione: se è positivo potete ripetere il tentativo.,FALLIMENTO: non avete più idea su come leggere/usare questa Runa/oggetto. Potete effettuare un nuovo tentativo solo dopo essere progrediti di un livello di esperienza.,"FALLIMENTO: non ottenete alcuna informazione, ma siete convinti di aver saputo tutto il possibile. Per 1 giorno non potete ripetere il tentativo nella stessa zona, con gli stessi scopi."
76,"SUCCESSO PARZIALE: se il successo parziale è possibile, riuscite ad eseguire il 20% della manovra statica. Per un'ora non potete tentare la stessa manovra statica nel medesimo luogo.",SUCCESSO PARZIALE: per lo meno continuano ad ascoltarvi. Potete ripetere in seguito la manovra.,"SUCCESSO PARZIALE: avete capito il funzionamento della serratura o della trappola e avete una vaga idea del modo in cui scassinarla o disattivarla. Aspettate 10 Minuti, poi ripetete il tentativo.","SUCCESSO PARZIALE: imparate quante e quali sono le abilità magiche della Runa o dell'oggetto. Prima di poterlo leggere/usare di nuovo, però, deve passare almeno una settimana.","SUCCESSO PARZIALE: raccogliete qualche informazione, ma siete ben consapevoli di aver tralasciato qualcosa. Per 1 ora non potete ripetere il tentativo nella stessa zona, perseguendo i medesimi scopi."
77,"SUCCESSO PARZIALE: se il successo parziale è possibile, riuscite ad eseguire il 20% della manovra statica. Per un'ora non potete tentare la stessa manovra statica nel medesimo luogo.",SUCCESSO PARZIALE: per lo meno continuano ad ascoltarvi. Potete ripetere in seguito la manovra.,"SUCCESSO PARZIALE: avete capito il funzionamento della serratura o della trappola e avete una vaga idea del modo in cui scassinarla o disattivarla. Aspettate 10 Minuti, poi ripetete il tentativo.","SUCCESSO PARZIALE: imparate quante e quali sono le abilità magiche della Runa o dell'oggetto. Prima di poterlo leggere/usare di nuovo, però, deve passare almeno una settimana.","SUCCESSO PARZIALE: raccogliete qualche informazione, ma siete ben consapevoli di aver tralasciato qualcosa. Per 1 ora non potete ripetere il tentativo nella stessa zona, perseguendo i medesimi scopi."
78,"SUCCESSO PARZIALE: se il successo parziale è possibile, riuscite ad eseguire il 20% della manovra statica. Per un'ora non potete tentare la stessa manovra statica nel medesimo luogo.",SUCCESSO PARZIALE: per lo meno continuano ad ascoltarvi. Potete ripetere in seguito la manovra.,"SUCCESSO PARZIALE: avete capito il funzionamento della serratura o della trappola e avete una vaga idea del modo in cui scassinarla o disattivarla. Aspettate 10 Minuti, poi ripetete il tentativo.","SUCCESSO PARZIALE: imparate quante e quali sono le abilità magiche della Runa o dell'oggetto. Prima di poterlo leggere/usare di nuovo, però, deve passare almeno una settimana.","SUCCESSO PARZIALE: raccogliete qualche informazione, ma siete ben consapevoli di aver tralasciato qualcosa. Per 1 ora non potete ripetere il tentativo nella stessa zona, perseguendo i medesimi scopi."
79,"SUCCESSO PARZIALE: se il successo parziale è possibile, riuscite ad eseguire il 20% della manovra statica. Per un'ora non potete tentare la stessa manovra statica nel medesimo luogo.",SUCCESSO PARZIALE: per lo meno continuano ad ascoltarvi. Potete ripetere in seguito la manovra.,"SUCCESSO PARZIALE: avete capito il funzionamento della serratura o della trappola e avete una vaga idea del modo in cui scassinarla o disattivarla. Aspettate 10 Minuti, poi ripetete il tentativo.","SUCCESSO PARZIALE: imparate quante e quali sono le abilità magiche della Runa o dell'oggetto. Prima di poterlo leggere/usare di nuovo, però, deve passare almeno una settimana.","SUCCESSO PARZIALE: raccogliete qualche informazione, ma siete ben consapevoli di aver tralasciato qualcosa. Per 1 ora non potete ripetere il tentativo nella stessa zona, perseguendo i medesimi scopi."
